fid_1,final_yield
3243,46.6652603
3244,51.3739319
3245,54.5349503
3246,55.1759682
3247,60.2669983
3248,50.820179
3249,46.5685883
3250,45.0609283
3251,35.4300919
3252,39.1957207
3253,25.4295807
3254,50.7925797
3255,55.3447113
3256,54.3899384
3257,41.9786987
3258,74.6787872
3259,49.2714615
3260,37.2163506
3261,55.8504486
3262,71.6467438
3263,67.2148285
3264,60.351429
3265,61.7523308
3266,60.2235909
3267,60.3098717
3268,60.5851517
3269,61.4150009
3270,60.2957382
3271,57.6719589
3272,58.396389
3273,58.9542198
3274,58.8091011
3275,60.8861885
3276,61.0705795
3277,60.3231506
3278,55.1971016
3279,57.4015694
3280,53.3383713
3281,50.8284492
3282,52.5559807
3283,47.5458603
3284,47.3986816
3285,50.6627502
3286,43.4909515
3287,40.7925606
3288,46.9670601
3289,46.2028313
3290,46.6116219
3291,43.6121712
3292,48.147419
3293,48.5735893
3294,54.3519287
3295,51.88731
3296,54.1831894
3297,54.9141808
3298,52.0161209
3299,52.6593018
3300,56.5396118
3301,47.2696495
3302,44.778511
3303,46.9781113
3304,33.2311211
3305,35.8709297
3306,29.2913094
3307,66.2957382
3308,46.4789581
3309,59.8082504
3310,63.2582817
3311,60.576149
3312,59.4821091
3313,28.8655891
3314,22.2653294
3315,43.4258995
3316,49.1148682
3317,68.5995712
3318,61.4683189
3319,59.3533287
3320,58.7516403
3321,56.9230118
3322,58.6586418
3323,60.442131
3324,59.2052689
3325,63.1221199
3326,56.301899
3327,60.4235802
3328,57.0381317
3329,60.5820694
3330,64.6426773
3331,62.2627716
3332,59.8614197
3333,52.8033409
3334,52.1362686
3335,52.6291504
3336,51.0007706
3337,44.8437195
3338,47.859211
3339,44.8340683
3340,42.8676109
3341,47.3865891
3342,44.8632202
3343,47.9685211
3344,46.4822807
3345,52.7297096
3346,54.3238106
3347,52.0284195
3348,54.1458588
3349,53.7494698
3350,58.5984497
3351,62.7833519
3352,60.1980019
3353,52.8538094
3354,43.3741188
3355,32.9272804
3356,34.1871185
3357,27.5715294
3358,66.0201492
3359,62.058651
3360,51.7169609
3361,55.93993
3362,47.8282585
3363,56.9967003
3364,48.2047195
3365,35.0194016
3366,35.7107086
3367,31.3496799
3368,45.769619
3369,61.9087181
3370,64.6181412
3371,66.2993622
3372,64.9520493
3373,62.6717491
3374,59.0387688
3375,60.3062592
3376,56.2748718
3377,59.2899208
3378,59.4488106
3379,55.339489
3380,56.3889999
3381,53.4767303
3382,51.8360596
3383,50.5513916
3384,49.016449
3385,46.7664413
3386,43.3899612
3387,46.5898285
3388,48.2476883
3389,44.6867714
3390,47.1811981
3391,43.8970413
3392,44.8482704
3393,46.4591293
3394,50.8098297
3395,48.4184189
3396,51.5339699
3397,58.7456284
3398,61.3033409
3399,66.2859497
3400,68.2440796
3401,38.0252495
3402,34.5369987
3403,35.5017586
3404,29.0724792
3405,23.2850609
3406,51.5988617
3407,46.2406616
3408,48.3727913
3409,49.5145302
3410,55.9503708
3411,55.8770103
3412,41.1666489
3413,22.4465294
3414,43.9406509
3415,30.2333603
3416,43.5601616
3417,51.0493088
3418,57.35009
3419,55.6158981
3420,57.7780991
3421,49.2586288
3422,49.7444496
3423,51.2162018
3424,48.5684395
3425,50.4517899
3426,51.6978416
3427,49.7244415
3428,45.1392212
3429,45.7308884
3430,45.0404015
3431,40.2199898
3432,40.6280899
3433,42.7129517
3434,44.8434105
3435,47.0919304
3436,48.9354897
3437,47.789341
3438,51.8616791
3439,55.0628815
3440,55.0008507
3441,53.3145485
3442,51.2246208
3443,46.8597984
3444,45.9611816
3445,30.2740307
3446,20.9769096
3447,21.3336201
3448,19.1350193
3449,17.2510204
3450,15.2984896
3451,49.3164711
3452,44.1227493
3453,44.8326111
3454,44.7874413
3455,42.5128212
3456,46.3427086
3457,45.1925812
3458,45.3931694
3459,52.5136604
3460,63.3303795
3461,50.7704887
3462,53.1533508
3463,58.7834511
3464,55.6753006
3465,46.8196487
3466,48.9980011
3467,59.1059685
3468,51.6136284
3469,48.7322693
3470,50.3790398
3471,56.8336487
3472,45.8861618
3473,42.06213
3474,38.6539001
3475,29.8403301
3476,40.8759384
3477,46.0697403
3478,43.3819885
3479,42.4039116
3480,47.5668297
3481,50.7312508
3482,53.2488594
3483,48.3986893
3484,54.4879494
3485,38.8373718
3486,29.7005806
3487,30.2134399
3488,19.5617809
3489,15.0989304
3490,21.7864895
3491,26.6694794
3492,52.7006989
3493,52.0123482
3494,60.5288811
3495,51.6393089
3496,58.0015717
3497,62.5303688
3498,44.5841217
3499,50.9609795
3500,57.643959
3501,55.6487694
3502,58.6714897
3503,57.2064896
3504,53.5615692
3505,54.1084404
3506,37.9853897
3507,40.4901314
3508,36.0720482
3509,36.8139
3510,40.590519
3511,41.5792694
3512,41.110939
3513,43.7085991
3514,46.4822617
3515,40.8576813
3516,43.9768982
3517,46.3242798
3518,50.1886787
3519,53.8073807
3520,54.1740189
3521,46.3726006
3522,32.7121506
3523,10.9396095
3524,18.3518391
3525,29.2028904
3526,18.2572994
3527,24.4696693
